,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
796,Staying Alive,Anant Mahadevan,"Anant Mahadevan, Saurabh Shukla, Chandan Roy Sanyal[9]",86005.0,Drama,tt2188893,hi,0.667,2012,0 hrs 0 min,0.0,0
797,Ek Main Aur Ekk Tu,Shakun Batra,"Kareena Kapoor, Imran Khan, Ratna Pathak Shah, Boman Irani, Ram Kapoor[11]",84533.0,"Drama,Comedy,Romance",tt1703958,hi,3.957,2012,1 hrs 50 min,5.6,57
798,Ekk Deewana Tha,Gautham Vasudev Menon,"Prateik Babbar, Amy Jackson, Manu Rishi, Ramesh Sippy, Sachin Khedekar[13]",91310.0,Romance,tt2126282,hi,3.709,2012,2 hrs 40 min,5.0,15
799,Jodi Breakers,Ashwini Chaudhary,"R. Madhavan, Bipasha Basu, Milind Soman, Dipannita Sharma, Omi Vaidya, Mrinalini Sharma[15]",84877.0,"Comedy,Romance",tt2191721,hi,1.241,2012,0 hrs 0 min,6.6,4
800,Tere Naal Love Ho Gaya,Mandeep Kumar,"Riteish Deshmukh, Genelia D'Souza, Om Puri, Tinnu Anand[16]",85043.0,"Drama,Comedy,Romance",tt2130242,hi,3.728,2012,2 hrs 6 min,6.2,24
801,"London, Paris, New York",Anu Menon,"Ali Zafar, Aditi Rao Hydari[17]",85047.0,Romance,tt2064849,hi,1.928,2012,1 hrs 40 min,6.0,5
802,Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Vipin Sharma, Nawazuddin Siddiqui[18]",96398.0,"Crime,Drama",tt1620933,hi,6.47,2012,2 hrs 15 min,7.3,105
803,Will You Marry Me?,Aditya Dutt,"Shreyas Talpade, Rajeev Khandelwal, Tripta Parashar, Mugdha Godse, Celina Jaitly, Muzammil Ibrahim[19]",103680.0,Drama,tt3407604,hi,0.903,2012,0 hrs 0 min,7.0,2
804,Kahaani,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Nawazuddin Siddiqui, Indraneil Sengupta, Saswata Chatterjee[20]",82825.0,"Mystery,Thriller",tt1821480,hi,8.326,2012,2 hrs 2 min,7.1,263
805,Chaar Din Ki Chandni,Samir Karnik,"Kulraj Randhawa, Tusshar Kapoor, Anupam Kher, Om Puri, Anita Raj[20]",117782.0,"Comedy,Romance",tt2191641,hi,0.755,2012,1 hrs 59 min,5.5,3
806,Say Yes to Love,Mahrukh Mirza Beg,"Asad Mirza, Nazia Hussain, Aditya Raj Kapoor[21]",349178.0,Romance,tt3211170,hi,0.843,2012,1 hrs 55 min,0.0,0
807,Agent Vinod,Sriram Raghavan,"Saif Ali Khan, Kareena Kapoor, Ram Kapoor, Prem Chopra, Shahbaz Khan, Adil Hussain, Ravi Kishan[21]",85050.0,Action,tt1395025,hi,4.496,2012,2 hrs 37 min,5.5,55
808,Bumboo,Jagdish Rajpurohit,"Sharat Saxena, Sanjay Mishra[21]",117657.0,Comedy,tt2265191,hi,1.093,2012,2 hrs 6 min,0.0,0
809,Housefull 2,Sajid Khan,"Akshay Kumar, Asin, John Abraham, Jacqueline Fernandez, Riteish Deshmukh, Zareen Khan, Shreyas Talpade, Shazahn Padamsee, Chunky Pandey, Mithun Chakraborty, Rishi Kapoor, Randhir Kapoor, Boman Irani, Johnny Lever, Neelu Kohli, Suparna Marwah, Malaika Arora[24]",85052.0,"Action,Comedy,Music,Romance",tt1980986,hi,6.702,2012,2 hrs 25 min,5.4,88
810,Vicky Donor,Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, John Abraham[27]",103243.0,"Comedy,Romance",tt2317337,hi,6.679,2012,2 hrs 2 min,6.8,145
811,Hate Story,Vivek Agnihotri,"Paoli Dam, Gulshan Devaiah, Nikhil Dwivedi[27]",109907.0,"Drama,Thriller",tt2309987,hi,3.924,2012,2 hrs 20 min,5.4,34
812,Tezz,Priyadarshan,"Ajay Devgn, Anil Kapoor, Kangana Ranaut, Zayed Khan, Sameera Reddy, Boman Irani, Mohanlal, Mallika Sherawat[28]",85992.0,"Drama,Action,Thriller",tt1706317,hi,2.245,2012,2 hrs 1 min,4.2,22
813,Jannat 2,Kunal Deshmukh,"Emraan Hashmi, Esha Gupta, Randeep Hooda[29]",85053.0,"Action,Romance",tt2319889,hi,3.606,2012,2 hrs 18 min,6.4,20
814,Fatso!,Rajat Kapoor,"Ranvir Shorey, Gul Panag, Purab Kohli[29]",112318.0,"Comedy,Romance",tt1286766,hi,1.4,2012,1 hrs 37 min,5.2,5
815,Ishaqzaade,Habib Faisal,"Arjun Kapoor, Parineeti Chopra, Gauahar Khan[32]",103640.0,"Drama,Action,Romance",tt2308773,hi,5.685,2012,2 hrs 12 min,6.4,62
816,Department,Ram Gopal Varma,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Anjana Sukhani, Lakshmi Manchu, Naseeruddin Shah[33]",117784.0,"Action,Thriller",tt2186731,hi,1.233,2012,2 hrs 21 min,6.3,9
817,Arjun: The Warrior Prince,Arnab Chaudhuri,"Voice-over by Yuddvir Bakolia, Anjan Srivastav, Sachin Khedekar, Ila Arun, Vishnu Sharma[35]",117369.0,"Action,Animation",tt2404027,hi,3.504,2012,1 hrs 36 min,6.4,32
818,Rakhtbeej,Anil Balani,"Maanas Srivastavam, Sayantani Nandi[37]",233960.0,Thriller,tt3431756,hi,0.678,2012,2 hrs 0 min,5.0,1
819,Rowdy Rathore,Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Paresh Ganatra, Nassar[38]",102632.0,"Action,Comedy,Crime",tt2077833,hi,5.311,2012,2 hrs 23 min,6.0,75
820,Shanghai,Dibakar Banerjee,"Emraan Hashmi, Abhay Deol, Kalki Koechlin, Prasenjit Chatterjee[39]",100681.0,"Drama,Thriller",tt2072227,hi,4.236,2012,2 hrs 0 min,6.7,42
821,Ferrari Ki Sawaari,Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Vidya Balan, Ritvik Sahore[40]",118032.0,"Family,Comedy",tt2122340,hi,3.833,2012,2 hrs 20 min,6.0,23
822,Teri Meri Kahaani,Kunal Kohli,"Shahid Kapoor, Priyanka Chopra, Prachi Desai, Neha Sharma[42]",120942.0,"Comedy,Drama,Romance",tt2354407,hi,3.913,2012,1 hrs 57 min,5.9,30
823,Bol Bachchan,Rohit Shetty,"Ajay Devgn, Abhishek Bachchan, Asin, Prachi Desai[45]",112936.0,"Comedy,Action",tt1728986,hi,4.343,2012,2 hrs 35 min,5.9,53
824,3 Bachelors,Ajay Sinha,"Sharman Joshi, Riya Sen, Raima Sen[46]",140862.0,"Comedy,Romance",tt2224254,hi,0.706,2012,1 hrs 50 min,9.0,2
825,Cocktail,Homi Adajania,"Deepika Padukone, Saif Ali Khan, Diana Penty, Dimple Kapadia, Boman Irani, Randeep Hooda[47]",118051.0,"Romance,Drama,Comedy",tt2168910,hi,8.798,2012,2 hrs 26 min,6.3,98
826,Challo Driver,Vickrant Mahajan,"Kainaz Motivala, Vickrant Mahajan, Prem Chopra, Manoj Pahwa[49]",138751.0,"Romance,Comedy",tt2251552,hi,0.653,2012,1 hrs 35 min,3.5,2
827,Mere Dost Picture Abhi Baki Hai,Rajnish Raj Thakur,"Suniel Shetty, Rajpal Yadav[50]",150979.0,Comedy,tt2232524,hi,0.749,2012,2 hrs 3 min,3.5,2
828,Kyaa Super Kool Hain Hum,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Neha Sharma, Sarah-Jane Dias[51]",120101.0,Drama,tt2027138,hi,2.675,2012,2 hrs 17 min,4.8,27
829,Aalaap,Manish Manikpuri,"Amit Purohit, Pitobash Tripathy, Gamya Wijayadasa, Rituparna Sengupta",938676.0,Drama,tt2243336,hi,0.6,2012,1 hrs 56 min,0.0,0
830,Jism 2,Pooja Bhatt,"Sunny Leone, Arunoday Singh, Randeep Hooda[53]",124093.0,Thriller,tt2226666,hi,6.541,2012,2 hrs 12 min,4.4,22
831,Ek Tha Tiger,Kabir Khan,"Salman Khan, Katrina Kaif, Ranvir Shorey, Girish Karnad[57]",85985.0,"Action,Romance,Thriller",tt2016894,hi,9.724,2012,2 hrs 13 min,6.1,151
832,Shirin Farhad Ki Toh Nikal Padi,Bela Sehgal,"Boman Irani, Farah Khan[58]",135469.0,Romance,tt2187972,hi,1.339,2012,1 hrs 51 min,3.3,7
833,From Sydney with Love,Prateek Chakraborty,"Sharad Malhotra, Prateek Chakraborty, Evelyn Sharma, Bidita Bag[60]",302963.0,"Comedy,Romance",tt2185084,hi,0.6,2012,0 hrs 0 min,0.0,0
834,Chal Pichchur Banate Hain,Pritish Chakraborty,"Rahil Tandon, Bhavna Ruparel[62]",271416.0,"Drama,Comedy",tt2367056,hi,0.6,2012,1 hrs 57 min,0.0,0
835,Barfi!,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz[63]",127501.0,"Drama,Romance,Comedy",tt2082197,hi,8.31,2012,2 hrs 31 min,7.5,279
836,Jeena Hai Toh Thok Daal,Manish Vatsalya,"Ravi Kishan, Yashpal Sharma, Govind Namdev, Hazel Crowney, Sharat Saxena[64]",312608.0,Drama,tt2294685,hi,0.6,2012,2 hrs 3 min,0.0,0
837,Heroine,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Mugdha Godse, Raqesh Bapat, Divya Dutta, Lillete Dubey[65]",134215.0,Drama,tt1949548,hi,8.49,2012,2 hrs 20 min,5.1,37
838,Kamaal Dhamaal Malamaal,Priyadarshan,"Paresh Rawal, Om Puri, Nana Patekar, Shreyas Talpade, Rajpal Yadav, Nyra Banerjee[66]",144028.0,"Comedy,Drama",tt2278422,hi,1.88,2012,2 hrs 20 min,4.3,5
839,English Vinglish,Gauri Shinde,"Sridevi, Priya Anand, Mehdi Nebbou, Amitabh Bachchan[68]",118628.0,"Comedy,Drama,Family",tt2181931,hi,9.819,2012,2 hrs 14 min,7.2,225
840,Kismat Love Paisa Dilli,Sanjay Khanduri,"Vivek Oberoi, Mallika Sherawat[69]",154937.0,"Crime,Adventure,Comedy",tt2402131,hi,1.898,2012,2 hrs 9 min,6.0,4
841,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran[70]",137180.0,"Romance,Comedy",tt2255934,hi,3.656,2012,2 hrs 26 min,4.7,23
842,Chittagong,Bedabrata Pain,"Manoj Bajpai, Vega Tamotia, Nawazuddin Siddiqui, Barry John[72]",109221.0,"War,Action,Drama",tt1785333,hi,2.774,2012,1 hrs 45 min,6.6,17
843,Bhoot Returns,Ram Gopal Verma,"Manisha Koirala, J. D. Chakravarthy[73]",140770.0,Horror,tt2406636,hi,2.986,2012,1 hrs 13 min,3.2,5
844,Student of the Year,Karan Johar,"Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor[74]",138122.0,"Comedy,Drama,Music",tt2172071,hi,16.472,2012,2 hrs 26 min,5.8,141
845,Chakravyuh,Prakash Jha,"Arjun Rampal, Abhay Deol, Esha Gupta, Manoj Bajpai, Kabir Bedi[76]",139582.0,Thriller,tt2292625,hi,1.54,2012,2 hrs 25 min,6.4,15
846,Ajab Gazabb Love,Sanjay Gadhvi,"Jackky Bhagnani, Nidhi Subbaiah, Arjun Rampal, Darshan Jariwala, Kirron Kher[77]",223255.0,Romance,tt2356959,hi,1.4,2012,0 hrs 0 min,5.5,2
847,Luv Shuv Tey Chicken Khurana,Sameer Sharma,"Kunal Kapoor, Huma Qureshi[79]",138370.0,Comedy,tt2186933,hi,2.768,2012,2 hrs 20 min,6.3,15
848,Sons of Ram,Kushal Ruia,"Voice over by Sunidhi Chauhan, Aditya Kapadia, Devansh Doshi, Saptharishi Ghosh[82]",168121.0,"Animation,Drama",tt2317103,hi,0.6,2012,1 hrs 25 min,4.0,1
849,Jab Tak Hai Jaan,Yash Chopra,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma[84]",132316.0,"Drama,Romance",tt2176013,hi,8.787,2012,2 hrs 56 min,7.1,220
850,Khiladi 786,Ashish R Mohan,"Akshay Kumar, Asin, Mithun Chakraborty, Raj Babbar, Himesh Reshammiya, Paresh Rawal[87]",147767.0,"Action,Comedy",tt2166214,hi,2.123,2012,2 hrs 19 min,4.8,30
851,Dabangg 2,Arbaaz Khan,"Salman Khan, Sonakshi Sinha, Arbaaz Khan, Prakash Raj, Vinod Khanna[90]",147405.0,"Action,Comedy,Crime",tt2112131,hi,8.137,2012,2 hrs 5 min,5.1,92
852,Morbius,Daniel Espinosa ,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Al Madrigal, Tyrese Gibson",526896.0,"Action,Science Fiction,Fantasy",tt5108870,en,124.675,2022,1 hrs 45 min,6.148,3512
853,The Bubble,Judd Apatow ,"Karen Gillan, Iris Apatow, Fred Armisen, Maria Bakalova, David Duchovny, Keegan-Michael Key, Leslie Mann, Kate McKinnon, Pedro Pascal, Peter Serafinowicz",765119.0,Comedy,tt13610562,en,18.841,2022,2 hrs 7 min,4.7,363
854,The Contractor,Tarik Saleh ,"Chris Pine, Ben Foster, Gillian Jacobs, Eddie Marsan, J. D. Pardo, Florian Munteanu, Kiefer Sutherland",628900.0,"Action,Adventure,Thriller",tt10323676,en,82.55,2022,1 hrs 43 min,6.411,706
855,Better Nate Than Ever,Tim Federle ,"Rueby Wood, Joshua Bassett, Aria Brooks, Lisa Kudrow, Norbert Leo Butz",826953.0,"Music,Family,Comedy",tt14696284,en,11.562,2022,1 hrs 32 min,6.8,82
856,Sonic the Hedgehog 2,Jeff Fowler ,"James Marsden, Ben Schwartz, Tika Sumpter, Natasha Rothwell, Adam Pally, Shemar Moore, Colleen O'Shaughnessey, Lee Majdoub, Idris Elba, Jim Carrey",675353.0,"Action,Adventure,Family,Comedy",tt12412888,en,241.365,2022,2 hrs 2 min,7.59,4016
857,Ambulance,Michael Bay ,"Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González",763285.0,"Thriller,Action",tt4998632,en,57.556,2022,2 hrs 16 min,6.744,1614
858,All the Old Knives,Janus Metz Pedersen ,"Chris Pine, Thandiwe Newton, Laurence Fishburne, Jonathan Pryce",294793.0,"Thriller,Action",tt3706352,en,26.869,2022,1 hrs 41 min,6.1,429
859,Metal Lords,Peter Sollett ,"Jaeden Martell, Isis Hainsworth, Adrian Greensmith, Brett Gelman, Joe Manganiello",739993.0,"Comedy,Drama,Music",tt12141112,en,19.604,2022,1 hrs 37 min,6.89,512
860,Father Stu,Rosalind Ross ,"Mark Wahlberg, Mel Gibson, Jacki Weaver, Teresa Ruiz",809140.0,Drama,tt14439896,en,30.549,2022,2 hrs 4 min,7.27,437
861,Fantastic Beasts: The Secrets of Dumbledore,David Yates ,"Eddie Redmayne, Jude Law, Ezra Miller, Dan Fogler, Alison Sudol, Callum Turner, Jessica Williams, Katherine Waterston, Mads Mikkelsen",338953.0,"Fantasy,Adventure,Family",tt4123432,en,131.689,2022,2 hrs 22 min,6.74,3615
862,Dual,Riley Stearns ,"Karen Gillan, Beulah Koale, Theo James, Aaron Paul",698128.0,"Science Fiction,Comedy",tt9005184,en,23.673,2022,1 hrs 35 min,6.0,212
863,Choose or Die,Toby Meakins ,"Asa Butterfield, Iola Evans, Eddie Marsan, Robert Englund",838484.0,"Horror,Thriller,Science Fiction",tt11514780,en,38.248,2022,1 hrs 25 min,5.4,633
864,Titanic 666,Nick Lyon ,"Keesha Sharp, Jamie Bamber, Lydia Hearst, AnnaLynne McCord, Joseph Gatt",945657.0,"Mystery,Thriller,Horror",tt18394428,en,99.275,2022,1 hrs 31 min,5.982,137
865,The Bad Guys,Pierre Perifel ,"Sam Rockwell, Marc Maron, Craig Robinson, Anthony Ramos, Awkwafina, Richard Ayoade, Zazie Beetz, Lilly Singh, Alex Borstein",629542.0,"Animation,Action,Adventure,Crime,Comedy,Family",tt8115900,en,94.804,2022,1 hrs 40 min,7.7,1545
866,The Northman,Robert Eggers ,"Alexander Skarsgård, Nicole Kidman, Claes Bang, Anya Taylor-Joy, Ethan Hawke, Björk, Willem Dafoe",639933.0,"Action,Adventure,Fantasy",tt11138512,en,98.641,2022,2 hrs 17 min,7.102,3435
867,The Unbearable Weight of Massive Talent,Tom Gormican ,"Nicolas Cage, Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi, Jacob Scipio, Neil Patrick Harris, Tiffany Haddish",648579.0,"Action,Comedy,Crime",tt11291274,en,56.822,2022,1 hrs 47 min,6.802,1319
868,Polar Bear,"Alastair Fothergill, Jeff Wilson ",Catherine Keener,927070.0,Documentary,tt17048330,en,8.747,2022,1 hrs 24 min,7.3,51
869,The Survivor,Barry Levinson ,"Ben Foster, Vicky Krieps, Billy Magnussen, Peter Sarsgaard, John Leguizamo, Danny DeVito",606870.0,"History,Action,Drama",tt9242528,en,21.266,2022,2 hrs 9 min,7.3,105
870,Memory,Martin Campbell ,"Liam Neeson, Guy Pearce, Monica Bellucci, Harold Torres, Taj Atwal, Ray Fearon",818397.0,"Action,Thriller,Crime",tt11827628,en,94.414,2022,1 hrs 54 min,6.917,1232
871,Crush,Sammi Cohen ,"Rowan Blanchard, Auliʻi Cravalho, Isabella Ferreira, Tyler Alvarez, Teala Dunn",860159.0,"Comedy,Romance",tt15096128,en,33.721,2022,1 hrs 32 min,7.6,338
872,Fortress: Sniper's Eye,Josh Sternfeld ,"Jesse Metcalfe, Bruce Willis, Chad Michael Murray",883502.0,"Action,Thriller,Crime",tt14577304,en,35.729,2022,1 hrs 27 min,5.5,134
873,Green Ghost and the Masters of the Stone,Michael D. Olmos ,"Charlie Clark, Kuno Becker, Marko Zaror, Renée Victor, Danny Trejo",953079.0,"Action,Fantasy,Comedy",tt4012916,en,3.551,2022,1 hrs 21 min,5.0,2
874,Corrective Measures,Sean O'Reilly ,"Bruce Willis, Michael Rooker",872177.0,"Science Fiction,Action,Thriller,Adventure",tt15391770,en,53.989,2022,1 hrs 46 min,5.2,52
875,Doctor Strange in the Multiverse of Madness,Sam Raimi ,"Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong, Xochitl Gomez, Michael Stuhlbarg, Rachel McAdams",453395.0,"Fantasy,Action,Adventure",tt9419884,en,216.879,2022,2 hrs 6 min,7.368,7597
876,Along for the Ride,Sofia Alvarez ,"Emma Pasarow, Belmont Cameli, Kate Bosworth, Andie MacDowell, Dermot Mulroney",778106.0,"Romance,Drama",tt14506528,en,19.899,2022,1 hrs 46 min,6.8,286
877,Marmaduke,Mark A.Z. Dippé ,"Pete Davidson, J. K. Simmons, David Koechner, Brian Hull",678287.0,"Animation,Family,Comedy,Adventure",tt8746404,en,36.549,2022,1 hrs 28 min,5.4,62
878,Escape the Field,Emerson Moore ,"Jordan Claire Robbins, Theo Rossi, Tahirah Sharif, Shane West",739643.0,"Thriller,Horror",tt11265320,en,22.715,2022,1 hrs 29 min,5.073,55
879,Operation Mincemeat,John Madden ,"Colin Firth, Matthew Macfadyen, Kelly Macdonald, Penelope Wilton, Johnny Flynn, Jason Isaacs",661231.0,"War,History,Drama",tt1879016,en,17.28,2022,2 hrs 8 min,6.492,506
880,Senior Year,Alex Hardcastle ,"Rebel Wilson, Sam Richardson, Zoë Chao, Mary Holland, Justin Hartley, Chris Parnell, Angourie Rice, Michael Cimino, Jeremy Ray Taylor, Brandon Scott Jones, Alicia Silverstone",800937.0,Comedy,tt5315212,en,48.098,2022,1 hrs 52 min,5.9,667
881,Firestarter,Keith Thomas ,"Zac Efron, Ryan Kiera Armstrong, Sydney Lemmon, Kurtwood Smith, John Beasley, Michael Greyeyes, Gloria Reuben",532710.0,"Science Fiction,Thriller,Horror",tt1798632,en,26.747,2022,1 hrs 34 min,5.8,525
882,Sneakerella,Elizabeth Allen Rosenbaum ,"Chosen Jacobs, Lexi Underwood, John Salley",756187.0,"Music,Comedy,Family",tt10160886,en,14.297,2022,1 hrs 50 min,6.042,71
883,On the Count of Three,Jerrod Carmichael ,"Jerrod Carmichael, Christopher Abbott, Tiffany Haddish, J. B. Smoove, Henry Winkler",776512.0,"Comedy,Drama",tt11160650,en,22.588,2022,1 hrs 26 min,6.6,51
884,Private Property,Chadd Harbold ,"Ashley Benson, Shiloh Fernandez, Logan Miller, Frank Whaley, Jay Pharoah",860860.0,"Thriller,Drama",tt15167994,en,15.635,2022,1 hrs 27 min,3.6,12
885,Family Camp,Brian Cates ,"Tommy Woodward, Eddie James, Leigh-Allyn Baker, Mark Christopher Lawrence",846528.0,"Comedy,Family",tt11535358,en,7.945,2022,1 hrs 51 min,5.8,23
886,Montana Story,"Scott McGehee, David Siegel ","Haley Lu Richardson, Owen Teague",785037.0,Drama,tt13656980,en,6.982,2022,1 hrs 53 min,5.7,25
887,Vendetta,Jared Cohn ,"Clive Standen, Theo Rossi, Mike Tyson, Thomas Jane, Bruce Willis",894169.0,Action,tt14849038,en,42.884,2022,1 hrs 36 min,6.2,217
888,Downton Abbey: A New Era,Simon Curtis ,"Hugh Bonneville, Elizabeth McGovern, Maggie Smith, Michelle Dockery, Laura Carmichael, Jim Carter, Phyllis Logan",820446.0,"Drama,Romance",tt11703710,en,21.173,2022,2 hrs 5 min,7.2,348
889,Chip 'n Dale: Rescue Rangers,Akiva Schaffer ,"John Mulaney, Andy Samberg, Will Arnett, Eric Bana, Keegan-Michael Key, Seth Rogen, J. K. Simmons, KiKi Layne",420821.0,"Animation,Family,Comedy,Adventure,Mystery",tt3513500,en,66.891,2022,1 hrs 39 min,7.004,1015
890,Good Mourning,"Colson Baker, Mod Sun ","Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox",865686.0,Comedy,tt15331186,en,11.793,2022,1 hrs 33 min,5.7,25
891,The Valet,Richard Wong ,"Eugenio Derbez, Samara Weaving",810171.0,"Comedy,Romance",tt4081630,en,36.94,2022,2 hrs 4 min,7.7,444
892,Emergency,Carey Williams ,"RJ Cyler, Sabrina Carpenter",819309.0,"Comedy,Drama,Thriller",tt13650600,en,12.741,2022,1 hrs 45 min,6.1,177
893,Top Gun: Maverick,Joseph Kosinski ,"Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Lewis Pullman, Ed Harris, Val Kilmer",361743.0,"Action,Drama",tt1745960,en,244.832,2022,2 hrs 11 min,8.278,7044
894,The Bob's Burgers Movie,"Loren Bouchard, Bernard Derriman ","H. Jon Benjamin, Dan Mintz, Eugene Mirman, Larry Murphy, John Roberts, Kristen Schaal, Zach Galifianakis, Kevin Kline",504827.0,"Animation,Adventure,Comedy",tt7466442,en,24.877,2022,1 hrs 42 min,7.011,229
895,Zero Contact,Rick Dugdale ,"Anthony Hopkins, Chris Brochu, Aleks Paunovic",872170.0,"Science Fiction,Thriller",tt12359080,en,7.246,2022,1 hrs 36 min,4.2,14
896,Hollywood Stargirl,Julia Hart ,"Elijah Richardson, Grace VanderWaal, Tyrel Jackson Williams, Judy Greer, Judd Hirsch, Uma Thurman",799883.0,"Comedy,Romance,Music",tt14109994,en,23.946,2022,1 hrs 45 min,6.8,41
897,Crimes of the Future,David Cronenberg ,"Viggo Mortensen, Léa Seydoux, Kristen Stewart, Scott Speedman",819876.0,"Horror,Science Fiction",tt14549466,en,24.6,2022,1 hrs 47 min,6.239,800
898,Benediction,Terence Davies ,"Jack Lowden, Peter Capaldi, Simon Russell Beale, Jeremy Irvine, Kate Phillips, Gemma Jones, Ben Daniels",399178.0,"Drama,History,War",tt6852178,en,13.274,2021,2 hrs 17 min,6.6,39
899,Interceptor,Matthew Reilly ,"Elsa Pataky, Luke Bracey",831946.0,"Action,Thriller,Adventure",tt14174940,en,36.593,2022,1 hrs 38 min,6.2,622
900,Fire Island,Andrew Ahn ,"Joel Kim Booster, Bowen Yang, Conrad Ricamora, James Scully, Margaret Cho",846250.0,"Comedy,Romance",tt15218000,en,27.038,2022,1 hrs 46 min,7.3,174
901,Watcher,Chloe Okuno ,"Maika Monroe, Karl Glusman, Burn Gorman",807356.0,"Horror,Mystery,Thriller",tt12004038,en,68.589,2022,1 hrs 36 min,6.567,566
902,Dashcam,Rob Savage ,Annie Hardy,858015.0,"Horror,Thriller",tt15174116,en,7.551,2022,1 hrs 20 min,5.195,64
903,White Elephant,Jesse V. Johnson ,"Michael Rooker, Bruce Willis, Olga Kurylenko, John Malkovich",843633.0,"Action,Crime,Thriller",tt14686544,en,39.355,2022,1 hrs 33 min,6.297,116
904,Hustle,Jeremiah Zagar ,"Adam Sandler, Queen Latifah, Ben Foster, Juancho Hernangómez, Robert Duvall, Anthony Edwards",705861.0,"Drama,Comedy",tt8009428,en,49.807,2022,1 hrs 58 min,7.8,2096
905,Jurassic World Dominion,Colin Trevorrow ,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum, Sam Neill, DeWanda Wise, Mamoudou Athie, Isabella Sermon, Campbell Scott, BD Wong, Omar Sy",507086.0,"Adventure,Action,Science Fiction",tt8041270,en,242.89,2022,2 hrs 27 min,6.826,4946
906,Father of the Bride,Gaz Alazraki ,"Andy García, Gloria Estefan, Adria Arjona, Isabela Merced, Diego Boneta, Chloe Fineman",746419.0,"Romance,Comedy",tt13249596,en,20.727,2022,1 hrs 58 min,6.6,122
907,Lightyear,Angus MacLane ,"Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi, Dale Soules, James Brolin, Uzo Aduba, Mary McDonald-Lewis, Isiah Whitlock Jr.",718789.0,"Animation,Action,Adventure,Family,Science Fiction",tt10298810,en,91.697,2022,1 hrs 45 min,7.085,2899
908,Spiderhead,Joseph Kosinski ,"Chris Hemsworth, Miles Teller, Jurnee Smollett",615469.0,"Science Fiction,Thriller",tt9783600,en,55.281,2022,1 hrs 46 min,5.815,1295
909,Jerry & Marge Go Large,David Frankel ,"Bryan Cranston, Annette Bening, Rainn Wilson, Larry Wilmore, Michael McKean, Anna Camp",843847.0,"Comedy,Drama",tt8323668,en,27.938,2022,1 hrs 36 min,7.21,126
910,Cha Cha Real Smooth,Cooper Raiff ,"Cooper Raiff, Dakota Johnson, Raúl Castillo, Odeya Rush, Evan Assante, Vanessa Burghardt, Brad Garrett, Leslie Mann",814340.0,"Comedy,Drama,Romance",tt14376344,en,20.465,2022,1 hrs 48 min,7.2,214
911,Mid-Century,Sonja O'Hara ,"Shane West, Sarah Hay, Bruce Dern, Stephen Lang",916735.0,"Horror,Thriller",tt6821198,en,5.926,2022,1 hrs 45 min,4.765,17
912,Abandoned,Spencer Squire ,"Emma Roberts, John Gallagher Jr., Michael Shannon",880841.0,"Horror,Mystery,Thriller",tt2980152,en,79.581,2022,1 hrs 42 min,6.2,226
913,Beavis and Butt-Head Do the Universe,Mike Judge ,"Mike Judge, Gary Cole, Chris Diamantopoulos, Nat Faxon, David Herman, Brian Huskey, Chi McBride, Tig Notaro, Stephen Root, Andrea Savage, Martin Starr, Jimmy O. Yang",828947.0,"Animation,Comedy,Science Fiction",tt14145426,en,23.167,2022,1 hrs 26 min,7.1,158
914,Elvis,Baz Luhrmann ,"Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh, Kelvin Harrison Jr., David Wenham, Kodi Smit-McPhee, Luke Bracey",614934.0,"Drama,Music,History",tt3704428,en,59.376,2022,2 hrs 39 min,7.607,2640
915,The Black Phone,Scott Derrickson ,"Ethan Hawke, Mason Thames, Madeleine McGraw, Jeremy Davies, James Ransone",756999.0,"Horror,Thriller",tt7144666,en,77.197,2022,1 hrs 43 min,7.742,3945
